"","normal.1","normal.2","normal.3","normal.4","normal.5","normal.6","normal.7","normal.8","normal.9","normal.10","normal.11","normal.12","normal.13","normal.14","normal.15","normal.16","normal.17","normal.18","normal.19","normal.20","normal.21","normal.22","normal.23","normal.24","normal.25","normal.26","normal.27","normal.28","normal.29","normal.30","normal.31","normal.32","normal.33","normal.34","normal.35","normal.36","normal.37","normal.38","normal.39","normal.40","colon.1","colon.2","colon.3","colon.4","colon.5","colon.6","colon.7","colon.8","colon.9","colon.10","colon.11","colon.12","colon.13","colon.14","colon.15","colon.16","colon.17","colon.18","colon.19","colon.20","colon.21","colon.22"
"1",3.9339636520382,3.58271147854763,3.50924671593268,3.8528823103824,3.96991323484452,4.17249805160655,3.65021910071312,3.69141736992211,3.85396613868613,3.73097546951661,3.8712705344778,3.62478727529211,3.94770121097192,3.77341258613832,3.76504366742082,3.98976241051815,4.1246583850531,4.11319813211287,3.94216877676037,3.70001279533734,3.8391511790789,3.92158159760743,3.70761584274212,3.65844797240359,3.73774351310715,3.62340514312754,3.96038128367229,3.57967944488383,4.16559835591245,3.97515034505016,4.1574046617596,3.84206939316759,3.80331514097145,4.06468151847216,3.88460705335689,3.65581085904536,3.66775521937341,3.69654563697213,3.95963146473521,3.79481016252503,3.9620971035406,3.7956331776103,3.39972995119,3.60516600654633,3.72193565259561,4.15146344180981,3.69768422414162,3.7502963024543,3.68710248337637,3.64468238574843,3.84481317351254,3.28209563377968,3.5630992724314,3.79198837894195,4.05871562204045,3.79953189329099,3.85255157923019,3.83697712376742,3.62089398174993,3.76171543301581,3.82805539430544,3.87343744445088
"2",3.73784763889435,3.84325529602582,3.56754979327372,3.57738472960328,3.84616568045552,3.50540837450972,3.71324323564881,3.71725828510235,3.3162644541337,3.58528508109724,3.81098558748313,3.34505142919195,3.73617223686783,3.57345050001556,3.57382828317321,3.99059522599762,3.97795367926724,3.87884428874831,3.9531860878617,3.14097558488825,3.35425778386478,3.99353752613843,3.5241780112649,3.49683439712534,4.00656328765239,3.38482407188593,3.74057709117799,3.75325966870248,3.52858162464181,3.82424154137739,3.5625296866923,3.74552582518954,3.57250514230119,3.91797359155968,3.80684031861517,3.46423712425658,3.79598818141736,3.62054393355629,3.83406997263015,3.60263505062378,3.82733886491285,3.89340297983889,3.29240107048407,3.49915888760154,3.67584872099667,3.92489210831872,3.67539272959751,3.5586523965478,3.51024697390863,3.24363212927692,3.82335090724296,3.32615378782623,3.70610787443891,3.71617034785985,3.54766732418327,3.61568683992936,3.72808156861752,3.67685462530964,3.69758654692459,3.52992971116819,3.54059535182503,3.56276071043183
"3",3.6297568448553,3.72997176241702,3.53157342967408,3.56885311134039,3.67428989291599,3.36691325567052,3.67885330304691,3.63231718177641,3.20932093269729,3.52795050318134,3.70153495842457,3.20723537636317,3.68904744886771,3.54763119225793,3.53655260985647,3.93475308524462,3.88879636616674,3.75854856737798,3.89085907192178,3.10368357232873,3.29819812939125,3.91269834973147,3.46622533844636,3.47105726081609,3.88991306682943,3.34807450904202,3.66182534517882,3.71240281585226,3.48407658308696,3.79661708066881,3.51889904093468,3.65135410580688,3.42579354597904,3.86427985856592,3.8122355758513,3.32735662495542,3.69435266444046,3.56449252479715,3.77690784591086,3.49047468779895,3.68872662987113,3.77494265758549,3.19487910702253,3.45792048216023,3.52094361490321,3.78124109531795,3.61014066835806,3.41605772926304,3.36941742348858,3.10731981868649,3.7256173389114,3.20287198321534,3.61298692135291,3.6106211812818,3.46550794593676,3.56058744292923,3.62880948107609,3.61303218097038,3.66142445717174,3.38267474372491,3.40814877086131,3.43587878341351
"4",3.6090536802238,3.67261962179423,3.53952593791674,3.81918281434825,3.97733640320437,4.05110156223845,3.52249174246312,3.50696889792207,3.41097264722226,3.64782936945165,3.67663221890392,3.24655571975182,3.57778979822708,3.43484082773969,3.39845496759359,3.69383588690964,3.90215583077172,3.83958364791333,3.79256652087482,3.50088283706733,3.53648403801859,3.65006473615919,3.46451854911014,3.21966496016187,3.86083192277204,3.17713387675579,3.509793970018,3.13347219433659,3.73249241388932,3.69070177402232,3.75879730373969,3.56438745842348,3.39687468163221,3.55658612306934,3.38936420153684,3.41648240202702,3.57559727473185,3.19522289845914,3.49790266318849,3.50284833153211,3.57032794593038,3.59939878204463,3.4875365696462,3.64518551433485,3.83201994129103,3.94280376510994,3.45412015726492,3.40559422837013,3.37523924269934,3.71603212304246,3.60718839180469,3.07409582088579,3.13535530940877,3.59672881530721,3.73606667184693,3.4157645627875,3.53144173217872,3.50270066665539,3.50039503748313,3.45381695713638,3.4190779007775,3.54338260892611
"5",3.30057220351675,3.06690469825145,3.33873933039479,3.39109481336376,3.72807295842399,3.77035697250235,3.50163999267081,3.49795227164769,3.53162578592736,3.39179972767791,3.18990487121885,3.64095619814653,3.59406208460238,3.19218232711802,3.19022095296808,3.55407679035822,3.40567660920534,3.49079159550117,3.63057145325114,3.28902965020198,3.4592296269552,3.53000062016098,3.17062032974819,3.50467923307175,3.167225886929,3.58030138970953,3.59972429641722,3.27245550173277,3.67525566447098,3.49682573691226,3.70892315884981,3.6313033819429,3.11602550551621,3.90815649296024,3.62078252655215,3.31763883438548,3.4373002957932,3.19602148673186,3.68550064273302,3.25413961927577,3.30432276636608,3.3015970527557,3.25772771215003,3.26813455931178,3.4204325995505,3.54544128159925,3.4732350792215,3.77576227527829,3.48547602335631,3.37457618834511,3.21906190597674,3.32022692440821,3.29671635942005,3.37698212168497,3.43124502468495,3.25441080676048,3.6039059508607,3.50428861087762,3.48452150078218,3.1664417481613,3.20309217668147,3.38105467255696
"6",3.72282511806827,3.19649892475029,3.4657964389308,3.57699542100002,3.19232846987943,3.72589996659674,3.56154090819048,3.64937832493529,3.46465239968319,3.11546309276717,3.84510601855102,3.65521461222179,3.78809561011085,3.5543969974187,3.61864568272574,3.86124245132073,4.00703444613845,3.95237067247778,3.91639491207301,3.43565385869414,3.76990984481736,3.75070588065029,3.56796061197379,3.35801307010619,3.75554301937606,3.555245639,3.88517537801178,3.34598182669032,3.71326997974212,4.03846986131242,3.68937863371753,3.87903440842494,3.61201181093026,3.81774711384354,3.66788569612918,3.4606820394642,3.44599817400707,3.53993012830482,4.05009665715275,3.59558950796065,3.74584795167394,3.32849028345348,3.22364240303901,3.45152602631572,3.73633331380942,3.68825800826739,3.62525731676216,3.88854272791091,3.12941018480101,3.31131934928174,3.79495858639935,3.03652909196475,3.68876613163464,3.28984844844341,3.82202509838693,3.43714102934354,3.85484738186449,3.86123519420289,3.53204058184348,3.28528156825678,3.64075855165268,3.76279909184764
"7",3.3364036922352,3.12234778543056,3.31581218731367,3.41853640972928,3.2942633610608,3.99735344842204,3.58954945303339,3.3682513029159,3.52653763744936,3.02640965890052,3.48818553003344,3.60018795324337,3.64143395128092,3.54213859931043,3.56857980646458,3.81280777684396,3.98277043896096,3.82228546690483,3.74148546737697,3.51859207953376,3.56264253892889,3.57455384375625,3.31812074990898,3.32885085283115,3.66865191048366,3.6051529302232,3.66692856908261,3.14459055171805,3.64682789237149,3.86787095265526,3.69969283284978,3.79929651803338,3.5002165714935,3.63497891793665,3.36577289716803,3.42508730636246,3.30226868112117,3.3235611954434,3.80164188917812,3.30531911865894,3.58535454562836,3.18501561139306,3.11073148935253,3.15458408778374,3.66494385568261,3.53043983892355,3.55106921345203,3.66594337718613,3.11613351316503,3.32320233398121,3.61595452076548,3.09627158275678,3.46623535821597,3.2808281089231,3.69054127782073,3.56206717496824,3.7040814190393,3.57720476043286,3.37837791203918,3.44616635182925,3.57961512625858,3.45885248096053
"8",3.44301583097154,3.16798412937026,3.46961217897558,3.31117749836398,3.36085885030994,3.60838093786999,3.59360972843165,3.51887734491518,3.46060640703098,3.46289565374637,3.53667379303556,3.53986474390048,3.73118812709513,3.141751479725,3.11406944643592,3.58774434942266,3.37035692275813,3.447446431183,3.5659876437059,3.22345959680723,3.40217602875216,3.68748938243153,3.2143258284276,3.49200861875239,3.46970145676426,3.44623961382879,3.40117601109891,3.22628470182724,3.65832101935835,3.51124831917999,3.75157017622982,3.71383408783943,3.03246411159181,3.77210349963353,3.5465816742019,3.26532588628587,3.34265506488972,3.18632264491015,3.63341820581107,3.14818605054231,3.4461311854105,3.23417072202956,3.3919659852466,3.53029016039247,3.51552995291977,3.41863392961339,3.50977291542131,3.13240420611757,3.54494133848666,3.46818000617604,3.50916352819674,3.27763098577725,3.3141649051943,3.53340390833443,3.53295842398634,3.38285307417491,3.47284948365426,3.42641894364377,3.50902063183612,3.26598754328176,3.01134943423955,3.33263209188257
"9",3.8765864994244,3.51811251895766,3.51895737812791,3.80694389751238,3.83761029128303,4.15059788576208,3.47247797290486,3.58611125512561,3.82928221842186,3.68724427573453,3.71507708383139,3.3419553259905,3.71015186179267,3.56043077602539,3.61692545558259,3.84114265708933,3.93665628228039,3.97143514434858,3.84779414219357,3.62176005688374,3.62419053360649,3.70062184232261,3.575550087148,3.47114313052309,3.79405981503702,3.42862471937767,3.7372671027121,3.38560895442017,3.97841432453644,3.81416340638112,3.77915989971117,3.60618621124921,3.58724035911054,3.88509422782829,3.65103086114615,2.99816776065542,3.46537077432436,3.27591484628869,3.66693359051382,3.46654048677311,3.84619689032799,3.58768683687746,3.22415578511052,3.64078382721978,3.65205865428526,4.00055597520518,3.4509852139041,3.47463614621936,3.59298308527338,3.41972347920324,3.84130267679304,3.07185808364608,3.17113274619208,3.59834942472462,3.40396146530525,3.50273497752793,3.72762318781866,3.62240987774003,3.3602541565467,3.51817179165202,3.54559578303396,3.57599590842622
"10",3.66348195186172,3.44507184303252,3.49267842391917,3.58626303794463,3.78978462053886,3.5162206376529,3.45212756796717,3.635386079894,3.21808953368212,3.43682138395474,3.95465787748152,3.40832437309865,3.70729089457565,3.37767238692047,3.47894765615042,3.83052726652365,3.9137151027184,3.80707228506448,4.0901844177222,3.01086557056767,3.14322343019515,3.68517531802235,3.54778319434714,3.32662207318571,3.69445016761716,3.46126568013052,3.62854522749823,3.67019503393463,3.59389195030839,3.72722356912174,3.58407870599162,3.68411130439237,3.28406315391944,3.7014587069614,3.85637063998329,3.3909939447236,3.63392475019034,3.54649330902818,3.77000810151543,3.33792230174084,3.68144498226131,3.69804894071419,3.11820131380433,3.48861433316235,3.52424168315918,3.80114463407365,3.503385470226,3.80619540473556,3.18429791803977,3.22760025848812,3.67866056216788,2.98892241713271,3.58072749207569,3.45600812422206,3.60342521941994,3.50462569927242,3.67936321099139,3.67196275285843,3.65337367467902,3.48758139858989,3.51096958014232,3.42899281184803
