3,93396E+13;3,58271E+14;3,50925E+14;3,85288E+13;3,96991E+14;4,1725E+14;3,65022E+14;3,69142E+14;3,85397E+14;3,73098E+14;3,87127E+13;3,62479E+14;3,9477E+14;3,77341E+14;3,76504E+14;3,98976E+14;4,12466E+13;4,1132E+14;3,94217E+14;3,70001E+14;3,83915E+13;3,92158E+14;3,70762E+14;3,65845E+14;3,73774E+14;3,62341E+14;3,96038E+14;3,57968E+14;4,1656E+14;3,97515E+14;4,1574E+13;3,84207E+14;3,80332E+14;4,06468E+14;3,88461E+14;3,65581E+14;3,66776E+14;3,69655E+14;3,95963E+14;3,79481E+14;3,9621E+13;3,79563E+13;3,39973E+11;3,60517E+14;3,72194E+14;4,15146E+14;3,69768E+14;3,7503E+13;3,6871E+14;3,64468E+14;3,84481E+14;3,2821E+14;3,5631E+13;3,79199E+14;4,05872E+14;3,79953E+14;3,85255E+14;3,83698E+14;3,62089E+14;3,76172E+14;3,82806E+14;3,87344E+14
3,73785E+14;3,84326E+14;3,56755E+14;3,57738E+14;3,84617E+14;3,50541E+14;3,71324E+14;3,71726E+14;3,31626E+13;3,58529E+14;3,81099E+14;3,34505E+14;3,73617E+14;3,57345E+14;3,57383E+14;3,9906E+14;3,97795E+14;3,87884E+14;3,95319E+13;3,14098E+14;3,35426E+14;3,99354E+14;3,52418E+13;3,49683E+14;4,00656E+14;3,38482E+14;3,74058E+14;3,75326E+14;3,52858E+14;3,82424E+14;3,56253E+13;3,74553E+14;3,57251E+14;3,91797E+14;3,80684E+14;3,46424E+14;3,79599E+14;3,62054E+14;3,83407E+14;3,60264E+14;3,82734E+14;3,8934E+14;3,2924E+14;3,49916E+14;3,67585E+14;3,92489E+14;3,67539E+14;3,55865E+13;3,51025E+14;3,24363E+14;3,82335E+14;3,32615E+14;3,70611E+14;3,71617E+14;3,54767E+14;3,61569E+14;3,72808E+14;3,67685E+14;3,69759E+14;3,52993E+14;3,5406E+14;3,56276E+14
3,62976E+13;3,72997E+14;3,53157E+14;3,56885E+14;3,67429E+14;3,36691E+14;3,67885E+14;3,63232E+14;3,20932E+14;3,52795E+14;3,70153E+14;3,20724E+14;3,68905E+14;3,54763E+14;3,53655E+14;3,93475E+14;3,8888E+14;3,75855E+14;3,89086E+14;3,10368E+14;3,2982E+14;3,9127E+14;3,46623E+14;3,47106E+14;3,88991E+14;3,34807E+14;3,66183E+14;3,7124E+14;3,48408E+14;3,79662E+14;3,5189E+14;3,65135E+14;3,42579E+14;3,86428E+14;3,81224E+13;3,32736E+14;3,69435E+14;3,56449E+14;3,77691E+14;3,49047E+14;3,68873E+14;3,77494E+14;3,19488E+14;3,45792E+14;3,52094E+14;3,78124E+14;3,61014E+14;3,41606E+14;3,36942E+14;3,10732E+14;3,72562E+13;3,20287E+14;3,61299E+14;3,61062E+13;3,46551E+14;3,56059E+14;3,62881E+14;3,61303E+14;3,66142E+14;3,38267E+14;3,40815E+14;3,43588E+14
3,60905E+13;3,67262E+14;3,53953E+14;3,81918E+14;3,97734E+14;4,0511E+14;3,52249E+14;3,50697E+14;3,41097E+14;3,64783E+14;3,67663E+14;3,24656E+14;3,57779E+14;3,43484E+14;3,39845E+14;3,69384E+14;3,90216E+14;3,83958E+14;3,79257E+14;3,50088E+14;3,53648E+14;3,65006E+14;3,46452E+14;3,21966E+14;3,86083E+14;3,17713E+14;3,50979E+12;3,13347E+14;3,73249E+14;3,6907E+14;3,7588E+14;3,56439E+14;3,39687E+14;3,55659E+14;3,38936E+14;3,41648E+14;3,5756E+14;3,19522E+14;3,4979E+14;3,50285E+14;3,57033E+14;3,5994E+14;3,48754E+13;3,64519E+14;3,83202E+14;3,9428E+14;3,45412E+14;3,40559E+14;3,37524E+14;3,71603E+14;3,60719E+14;3,0741E+14;3,13536E+14;3,59673E+14;3,73607E+14;3,41576E+13;3,53144E+14;3,5027E+14;3,5004E+14;3,45382E+14;3,41908E+13;3,54338E+14
3,30057E+14;3,0669E+14;3,33874E+14;3,39109E+14;3,72807E+14;3,77036E+14;3,50164E+14;3,49795E+14;3,53163E+14;3,3918E+14;3,1899E+14;3,64096E+14;3,59406E+14;3,19218E+14;3,19022E+14;3,55408E+14;3,40568E+14;3,49079E+14;3,63057E+14;3,28903E+14;3,45923E+13;3,53E+14;3,17062E+14;3,50468E+14;3,16723E+12;3,5803E+14;3,59972E+14;3,27246E+14;3,67526E+14;3,49683E+14;3,70892E+14;3,6313E+13;3,11603E+14;3,90816E+14;3,62078E+14;3,31764E+14;3,4373E+13;3,19602E+14;3,6855E+14;3,25414E+14;3,30432E+14;3,3016E+13;3,25773E+14;3,26813E+14;3,42043E+13;3,54544E+14;3,47324E+13;3,77576E+14;3,48548E+14;3,37458E+14;3,21906E+14;3,32023E+14;3,29672E+14;3,37698E+14;3,43125E+14;3,25441E+14;3,60391E+13;3,50429E+14;3,48452E+14;3,16644E+13;3,20309E+14;3,38105E+14
3,72283E+14;3,1965E+14;3,4658E+13;3,577E+14;3,19233E+14;3,7259E+14;3,56154E+14;3,64938E+14;3,46465E+14;3,11546E+14;3,84511E+14;3,65521E+14;3,7881E+14;3,5544E+13;3,61865E+14;3,86124E+14;4,00703E+14;3,95237E+14;3,91639E+14;3,43565E+14;3,76991E+14;3,75071E+14;3,56796E+14;3,35801E+14;3,75554E+14;3555245639;3,88518E+14;3,34598E+14;3,71327E+14;4,03847E+14;3,68938E+14;3,87903E+14;3,61201E+14;3,81775E+14;3,66789E+14;3,46068E+13;3,446E+14;3,53993E+14;4,0501E+14;3,59559E+14;3,74585E+14;3,32849E+14;3,22364E+14;3,45153E+14;3,73633E+14;3,68826E+14;3,62526E+14;3,88854E+14;3,12941E+14;3,31132E+14;3,79496E+14;3,03653E+14;3,68877E+14;3,28985E+14;3,82203E+14;3,43714E+14;3,85485E+14;3,86124E+14;3,53204E+14;3,28528E+14;3,64076E+14;3,7628E+14
3,3364E+13;3,12235E+14;3,31581E+14;3,41854E+14;3,29426E+13;3,99735E+14;3,58955E+14;3,36825E+13;3,52654E+14;3,02641E+14;3,48819E+14;3,60019E+14;3,64143E+14;3,54214E+14;3,56858E+14;3,81281E+14;3,98277E+14;3,82229E+14;3,74149E+14;3,51859E+14;3,56264E+14;3,57455E+14;3,31812E+14;3,32885E+14;3,66865E+14;3,60515E+13;3,66693E+14;3,14459E+14;3,64683E+14;3,86787E+14;3,69969E+14;3,7993E+14;3,50022E+13;3,63498E+14;3,36577E+14;3,42509E+14;3,30227E+14;3,32356E+13;3,80164E+14;3,30532E+14;3,58535E+14;3,18502E+14;3,11073E+14;3,15458E+14;3,66494E+14;3,53044E+14;3,55107E+14;3,66594E+14;3,11613E+14;3,3232E+14;3,61595E+14;3,09627E+14;3,46624E+14;3,28083E+13;3,69054E+14;3,56207E+14;3,70408E+13;3,5772E+14;3,37838E+14;3,44617E+14;3,57962E+14;3,45885E+14
3,44302E+14;3,16798E+14;3,46961E+14;3,31118E+14;3,36086E+14;3,60838E+14;3,59361E+14;3,51888E+14;3,46061E+14;3,4629E+14;3,53667E+14;3,53986E+14;3,73119E+14;3,14175E+12;3,11407E+14;3,58774E+14;3,37036E+14;3,44745E+12;3,56599E+13;3,22346E+14;3,40218E+14;3,68749E+14;3,21433E+13;3,49201E+14;3,4697E+14;3,44624E+14;3,40118E+14;3,22628E+14;3,65832E+14;3,51125E+14;3,75157E+14;3,71383E+14;3,03246E+14;3,7721E+14;3,54658E+13;3,26533E+14;3,34266E+14;3,18632E+14;3,63342E+14;3,14819E+14;3,44613E+13;3,23417E+14;3,39197E+13;3,53029E+14;3,51553E+14;3,41863E+14;3,50977E+14;3,1324E+14;3,54494E+14;3,46818E+14;3,50916E+14;3,27763E+14;3,31416E+13;3,5334E+14;3,53296E+14;3,38285E+14;3,47285E+14;3,42642E+14;3,50902E+14;3,26599E+14;3,01135E+14;3,33263E+14
3,87659E+13;3,51811E+14;3,51896E+14;3,80694E+14;3,83761E+14;4,1506E+14;3,47248E+14;3,58611E+14;3,82928E+14;3,68724E+14;3,71508E+14;3,34196E+13;3,71015E+14;3,56043E+14;3,61693E+14;3,84114E+14;3,93666E+14;3,97144E+14;3,84779E+14;3,62176E+14;3,62419E+14;3,70062E+14;3,57555E+12;3,47114E+14;3,79406E+14;3,42862E+14;3,73727E+13;3,38561E+14;3,97841E+14;3,81416E+14;3,77916E+14;3,60619E+14;3,58724E+14;3,88509E+14;3,65103E+14;2,99817E+14;3,46537E+14;3,27591E+14;3,66693E+14;3,46654E+14;3,8462E+14;3,58769E+14;3,22416E+14;3,64078E+14;3,65206E+14;4,00056E+14;3,45099E+13;3,47464E+14;3,59298E+14;3,41972E+14;3,8413E+14;3,07186E+14;3,17113E+14;3,59835E+14;3,40396E+14;3,50273E+14;3,72762E+14;3,62241E+14;3,36025E+13;3,51817E+14;3,5456E+14;3,576E+14
3,66348E+14;3,44507E+14;3,49268E+14;3,58626E+14;3,78978E+14;3,51622E+13;3,45213E+14;3,63539E+12;3,21809E+14;3,43682E+14;3,95466E+14;3,40832E+14;3,70729E+14;3,37767E+14;3,47895E+14;3,83053E+14;3,91372E+13;3,80707E+14;4,09018E+13;3,01087E+14;3,14322E+14;3,68518E+14;3,54778E+14;3,32662E+14;3,69445E+14;3,46127E+14;3,62855E+14;3,6702E+14;3,59389E+14;3,72722E+14;3,58408E+14;3,68411E+14;3,28406E+14;3,70146E+13;3,85637E+14;3,39099E+13;3,63392E+14;3,54649E+14;3,77001E+14;3,33792E+14;3,68144E+14;3,69805E+14;3,1182E+14;3,48861E+14;3,52424E+14;3,80114E+14;3,50339E+12;3,8062E+14;3,1843E+14;3,2276E+14;3,67866E+14;2,98892E+14;3,58073E+14;3,45601E+14;3,60343E+14;3,50463E+14;3,67936E+14;3,67196E+14;3,65337E+14;3,48758E+14;3,51097E+14;3,42899E+14
